x_m,y_m,z_m,T_degC
0.02325000,0.12500000,0.22500000,161.61430461
0.02325000,0.12500000,0.25000000,158.36042503
0.02325000,0.12500000,0.27500000,156.37803685
0.02325000,0.12500000,0.30000000,155.73917231
0.02325000,0.15000000,0.00000000,155.85117346
0.02325000,0.15000000,0.02500000,156.53747087
0.02325000,0.15000000,0.05000000,158.66738833
0.02325000,0.15000000,0.07500000,162.16412667
0.02325000,0.15000000,0.10000000,166.21388531
0.02325000,0.15000000,0.12500000,169.30398148
0.02325000,0.15000000,0.15000000,170.42855247
0.02325000,0.15000000,0.17500000,169.30398148
0.02325000,0.15000000,0.20000000,166.21388531
0.02325000,0.15000000,0.22500000,162.16412667
0.02325000,0.15000000,0.25000000,158.66738833
0.02325000,0.15000000,0.27500000,156.53747087
0.02325000,0.15000000,0.30000000,155.85117346
0.02325000,0.17500000,0.00000000,155.73917231
0.02325000,0.17500000,0.02500000,156.37803685
0.02325000,0.17500000,0.05000000,158.36042503
0.02325000,0.17500000,0.07500000,161.61430461
0.02325000,0.17500000,0.10000000,165.38238190
0.02325000,0.17500000,0.12500000,168.25756566
0.02325000,0.17500000,0.15000000,169.30398148
0.02325000,0.17500000,0.17500000,168.25756566
0.02325000,0.17500000,0.20000000,165.38238190
0.02325000,0.17500000,0.22500000,161.61430461
0.02325000,0.17500000,0.25000000,158.36042503
0.02325000,0.17500000,0.27500000,156.37803685
0.02325000,0.17500000,0.30000000,155.73917231
0.02325000,0.20000000,0.00000000,155.43600881
0.02325000,0.20000000,0.02500000,155.94537635
0.02325000,0.20000000,0.05000000,157.52375400
0.02325000,0.20000000,0.07500000,160.10939826
0.02325000,0.20000000,0.10000000,163.09956504
0.02325000,0.20000000,0.12500000,165.38238190
0.02325000,0.20000000,0.15000000,166.21388531
0.02325000,0.20000000,0.17500000,165.38238190
0.02325000,0.20000000,0.20000000,163.09956504
0.02325000,0.20000000,0.22500000,160.10939826
0.02325000,0.20000000,0.25000000,157.52375400
0.02325000,0.20000000,0.27500000,155.94537635
0.02325000,0.20000000,0.30000000,155.43600881
0.02325000,0.22500000,0.00000000,155.04267364
0.02325000,0.22500000,0.02500000,155.38315149
0.02325000,0.22500000,0.05000000,156.43347303
0.02325000,0.22500000,0.07500000,158.14260776
0.02325000,0.22500000,0.10000000,160.10939826
0.02325000,0.22500000,0.12500000,161.61430461
0.02325000,0.22500000,0.15000000,162.16412667
0.02325000,0.22500000,0.17500000,161.61430461
0.02325000,0.22500000,0.20000000,160.10939826
0.02325000,0.22500000,0.22500000,158.14260776
0.02325000,0.22500000,0.25000000,156.43347303
0.02325000,0.22500000,0.27500000,155.38315149
0.02325000,0.22500000,0.30000000,155.04267364
0.02325000,0.25000000,0.00000000,154.69438867
0.02325000,0.25000000,0.02500000,154.88751321
0.02325000,0.25000000,0.05000000,155.47943356
0.02325000,0.25000000,0.07500000,156.43347303
0.02325000,0.25000000,0.10000000,157.52375400
0.02325000,0.25000000,0.12500000,158.36042503
0.02325000,0.25000000,0.15000000,158.66738833
0.02325000,0.25000000,0.17500000,158.36042503
0.02325000,0.25000000,0.20000000,157.52375400
0.02325000,0.25000000,0.22500000,156.43347303
0.02325000,0.25000000,0.25000000,155.47943356
0.02325000,0.25000000,0.27500000,154.88751321
0.02325000,0.25000000,0.30000000,154.69438867
0.02325000,0.27500000,0.00000000,154.47465988
0.02325000,0.27500000,0.02500000,154.57677111
0.02325000,0.27500000,0.05000000,154.88751321
0.02325000,0.27500000,0.07500000,155.38315149
0.02325000,0.27500000,0.10000000,155.94537635
0.02325000,0.27500000,0.12500000,156.37803685
0.02325000,0.27500000,0.15000000,156.53747087
0.02325000,0.27500000,0.17500000,156.37803685
0.02325000,0.27500000,0.20000000,155.94537635
0.02325000,0.27500000,0.22500000,155.38315149
0.02325000,0.27500000,0.25000000,154.88751321
0.02325000,0.27500000,0.27500000,154.57677111
0.02325000,0.27500000,0.30000000,154.47465988
0.02325000,0.30000000,0.00000000,154.40214640
0.02325000,0.30000000,0.02500000,154.47465988
0.02325000,0.30000000,0.05000000,154.69438867
0.02325000,0.30000000,0.07500000,155.04267364
0.02325000,0.30000000,0.10000000,155.43600881
0.02325000,0.30000000,0.12500000,155.73917231
0.02325000,0.30000000,0.15000000,155.85117346
0.02325000,0.30000000,0.17500000,155.73917231
0.02325000,0.30000000,0.20000000,155.43600881
0.02325000,0.30000000,0.22500000,155.04267364
0.02325000,0.30000000,0.25000000,154.69438867
0.02325000,0.30000000,0.27500000,154.47465988
0.02325000,0.30000000,0.30000000,154.40214640
0.03100000,0.00000000,0.00000000,170.42089444
0.03100000,0.00000000,0.02500000,170.52541349
0.03100000,0.00000000,0.05000000,170.84288069
0.03100000,0.00000000,0.07500000,171.34785642
0.03100000,0.00000000,0.10000000,171.91957647
0.03100000,0.00000000,0.12500000,172.35983406
0.03100000,0.00000000,0.15000000,172.52224742
0.03100000,0.00000000,0.17500000,172.35983406
0.03100000,0.00000000,0.20000000,171.91957647
0.03100000,0.00000000,0.22500000,171.34785642
0.03100000,0.00000000,0.25000000,170.84288069
0.03100000,0.00000000,0.27500000,170.52541349
0.03100000,0.00000000,0.30000000,170.42089444
0.03100000,0.02500000,0.00000000,170.52541349
0.03100000,0.02500000,0.02500000,170.67321143
0.03100000,0.02500000,0.05000000,171.12437301
0.03100000,0.02500000,0.07500000,171.84728003
0.03100000,0.02500000,0.10000000,172.67002305
0.03100000,0.02500000,0.12500000,173.30234289
0.03100000,0.02500000,0.15000000,173.53489402
0.03100000,0.02500000,0.17500000,173.30234289
0.03100000,0.02500000,0.20000000,172.67002305
0.03100000,0.02500000,0.22500000,171.84728003
0.03100000,0.02500000,0.25000000,171.12437301
0.03100000,0.02500000,0.27500000,170.67321143
0.03100000,0.02500000,0.30000000,170.52541349
0.03100000,0.05000000,0.00000000,170.84288069
0.03100000,0.05000000,0.02500000,171.12437301
0.03100000,0.05000000,0.05000000,171.99082602
0.03100000,0.05000000,0.07500000,173.39631348
0.03100000,0.05000000,0.10000000,175.01011880
0.03100000,0.05000000,0.12500000,176.24597502
0.03100000,0.05000000,0.15000000,176.69809012
0.03100000,0.05000000,0.17500000,176.24597502
0.03100000,0.05000000,0.20000000,175.01011880
0.03100000,0.05000000,0.22500000,173.39631348
0.03100000,0.05000000,0.25000000,171.99082602
0.03100000,0.05000000,0.27500000,171.12437301
0.03100000,0.05000000,0.30000000,170.84288069
0.03100000,0.07500000,0.00000000,171.34785642
0.03100000,0.07500000,0.02500000,171.84728003
0.03100000,0.07500000,0.05000000,173.39631348
0.03100000,0.07500000,0.07500000,175.93779923
0.03100000,0.07500000,0.10000000,178.88060754
0.03100000,0.07500000,0.12500000,181.12565143
0.03100000,0.07500000,0.15000000,181.94272503
0.03100000,0.07500000,0.17500000,181.12565143
0.03100000,0.07500000,0.20000000,178.88060754
0.03100000,0.07500000,0.22500000,175.93779923
0.03100000,0.07500000,0.25000000,173.39631348
0.03100000,0.07500000,0.27500000,171.84728003
0.03100000,0.07500000,0.30000000,171.34785642
0.03100000,0.10000000,0.00000000,171.91957647
0.03100000,0.10000000,0.02500000,172.67002305
0.03100000,0.10000000,0.05000000,175.01011880
0.03100000,0.10000000,0.07500000,178.88060754
0.03100000,0.10000000,0.10000000,183.38969583
0.03100000,0.10000000,0.12500000,186.81932204
0.03100000,0.10000000,0.15000000,188.06276371
0.03100000,0.10000000,0.17500000,186.81932204
0.03100000,0.10000000,0.20000000,183.38969583
0.03100000,0.10000000,0.22500000,178.88060754
0.03100000,0.10000000,0.25000000,175.01011880
0.03100000,0.10000000,0.27500000,172.67002305
0.03100000,0.10000000,0.30000000,171.91957647
0.03100000,0.12500000,0.00000000,172.35983406
0.03100000,0.12500000,0.02500000,173.30234289
0.03100000,0.12500000,0.05000000,176.24597502
0.03100000,0.12500000,0.07500000,181.12565143
0.03100000,0.12500000,0.10000000,186.81932204
0.03100000,0.12500000,0.12500000,191.14714574
0.03100000,0.12500000,0.15000000,192.71474068
0.03100000,0.12500000,0.17500000,191.14714574
0.03100000,0.12500000,0.20000000,186.81932204
0.03100000,0.12500000,0.22500000,181.12565143
0.03100000,0.12500000,0.25000000,176.24597502
0.03100000,0.12500000,0.27500000,173.30234289
0.03100000,0.12500000,0.30000000,172.35983406
0.03100000,0.15000000,0.00000000,172.52224742
0.03100000,0.15000000,0.02500000,173.53489402
0.03100000,0.15000000,0.05000000,176.69809012
0.03100000,0.15000000,0.07500000,181.94272503
0.03100000,0.15000000,0.10000000,188.06276371
0.03100000,0.15000000,0.12500000,192.71474068
0.03100000,0.15000000,0.15000000,194.39968097
0.03100000,0.15000000,0.17500000,192.71474068
0.03100000,0.15000000,0.20000000,188.06276371
0.03100000,0.15000000,0.22500000,181.94272503
0.03100000,0.15000000,0.25000000,176.69809012
0.03100000,0.15000000,0.27500000,173.53489402
0.03100000,0.15000000,0.30000000,172.52224742
0.03100000,0.17500000,0.00000000,172.35983406
0.03100000,0.17500000,0.02500000,173.30234289
0.03100000,0.17500000,0.05000000,176.24597502
0.03100000,0.17500000,0.07500000,181.12565143
0.03100000,0.17500000,0.10000000,186.81932204
0.03100000,0.17500000,0.12500000,191.14714574
0.03100000,0.17500000,0.15000000,192.71474068
0.03100000,0.17500000,0.17500000,191.14714574
0.03100000,0.17500000,0.20000000,186.81932204
0.03100000,0.17500000,0.22500000,181.12565143
0.03100000,0.17500000,0.25000000,176.24597502
0.03100000,0.17500000,0.27500000,173.30234289
0.03100000,0.17500000,0.30000000,172.35983406
0.03100000,0.20000000,0.00000000,171.91957647
0.03100000,0.20000000,0.02500000,172.67002305
0.03100000,0.20000000,0.05000000,175.01011880
0.03100000,0.20000000,0.07500000,178.88060754
0.03100000,0.20000000,0.10000000,183.38969583
0.03100000,0.20000000,0.12500000,186.81932204
0.03100000,0.20000000,0.15000000,188.06276371
0.03100000,0.20000000,0.17500000,186.81932204
0.03100000,0.20000000,0.20000000,183.38969583
0.03100000,0.20000000,0.22500000,178.88060754
0.03100000,0.20000000,0.25000000,175.01011880
0.03100000,0.20000000,0.27500000,172.67002305
0.03100000,0.20000000,0.30000000,171.91957647
0.03100000,0.22500000,0.00000000,171.34785642
0.03100000,0.22500000,0.02500000,171.84728003
0.03100000,0.22500000,0.05000000,173.39631348
0.03100000,0.22500000,0.07500000,175.93779923
0.03100000,0.22500000,0.10000000,178.88060754
0.03100000,0.22500000,0.12500000,181.12565143
0.03100000,0.22500000,0.15000000,181.94272503
0.03100000,0.22500000,0.17500000,181.12565143
0.03100000,0.22500000,0.20000000,178.88060754
0.03100000,0.22500000,0.22500000,175.93779923
0.03100000,0.22500000,0.25000000,173.39631348
0.03100000,0.22500000,0.27500000,171.84728003
0.03100000,0.22500000,0.30000000,171.34785642
0.03100000,0.25000000,0.00000000,170.84288069
0.03100000,0.25000000,0.02500000,171.12437301
0.03100000,0.25000000,0.05000000,171.99082602
0.03100000,0.25000000,0.07500000,173.39631348
0.03100000,0.25000000,0.10000000,175.01011880
0.03100000,0.25000000,0.12500000,176.24597502
0.03100000,0.25000000,0.15000000,176.69809012
0.03100000,0.25000000,0.17500000,176.24597502
0.03100000,0.25000000,0.20000000,175.01011880
0.03100000,0.25000000,0.22500000,173.39631348
0.03100000,0.25000000,0.25000000,171.99082602
0.03100000,0.25000000,0.27500000,171.12437301
0.03100000,0.25000000,0.30000000,170.84288069
0.03100000,0.27500000,0.00000000,170.52541349
0.03100000,0.27500000,0.02500000,170.67321143
0.03100000,0.27500000,0.05000000,171.12437301
0.03100000,0.27500000,0.07500000,171.84728003
0.03100000,0.27500000,0.10000000,172.67002305
0.03100000,0.27500000,0.12500000,173.30234289
0.03100000,0.27500000,0.15000000,173.53489402
0.03100000,0.27500000,0.17500000,173.30234289
0.03100000,0.27500000,0.20000000,172.67002305
0.03100000,0.27500000,0.22500000,171.84728003
0.03100000,0.27500000,0.25000000,171.12437301
0.03100000,0.27500000,0.27500000,170.67321143
0.03100000,0.27500000,0.30000000,170.52541349
0.03100000,0.30000000,0.00000000,170.42089444
0.03100000,0.30000000,0.02500000,170.52541349
0.03100000,0.30000000,0.05000000,170.84288069
0.03100000,0.30000000,0.07500000,171.34785642
0.03100000,0.30000000,0.10000000,171.91957647
0.03100000,0.30000000,0.12500000,172.35983406
0.03100000,0.30000000,0.15000000,172.52224742
0.03100000,0.30000000,0.17500000,172.35983406
0.03100000,0.30000000,0.20000000,171.91957647
0.03100000,0.30000000,0.22500000,171.34785642
0.03100000,0.30000000,0.25000000,170.84288069
0.03100000,0.30000000,0.27500000,170.52541349
0.03100000,0.30000000,0.30000000,170.42089444
0.03875000,0.00000000,0.00000000,184.70388312
0.03875000,0.00000000,0.02500000,184.84656459
0.03875000,0.00000000,0.05000000,185.28123263
0.03875000,0.00000000,0.07500000,185.97567028
0.03875000,0.00000000,0.10000000,186.76437543
0.03875000,0.00000000,0.12500000,187.37099741
0.03875000,0.00000000,0.15000000,187.59436887
0.03875000,0.00000000,0.17500000,187.37099741
0.03875000,0.00000000,0.20000000,186.76437543
0.03875000,0.00000000,0.22500000,185.97567028
0.03875000,0.00000000,0.25000000,185.28123263
0.03875000,0.00000000,0.27500000,184.84656459
0.03875000,0.00000000,0.30000000,184.70388312
0.03875000,0.02500000,0.00000000,184.84656459
0.03875000,0.02500000,0.02500000,185.04937417
0.03875000,0.02500000,0.05000000,185.67085128
0.03875000,0.02500000,0.07500000,186.67240872
0.03875000,0.02500000,0.10000000,187.81710194
0.03875000,0.02500000,0.12500000,188.69530963
0.03875000,0.02500000,0.15000000,189.01747379
0.03875000,0.02500000,0.17500000,188.69530963
0.03875000,0.02500000,0.20000000,187.81710194
0.03875000,0.02500000,0.22500000,186.67240872
0.03875000,0.02500000,0.25000000,185.67085128
0.03875000,0.02500000,0.27500000,185.04937417
0.03875000,0.02500000,0.30000000,184.84656459
0.03875000,0.05000000,0.00000000,185.28123263
0.03875000,0.05000000,0.02500000,185.67085128
0.03875000,0.05000000,0.05000000,186.87659096
0.03875000,0.05000000,0.07500000,188.84840363
0.03875000,0.05000000,0.10000000,191.12632039
0.03875000,0.05000000,0.12500000,192.86578626
0.03875000,0.05000000,0.15000000,193.49974212
0.03875000,0.05000000,0.17500000,192.86578626
0.03875000,0.05000000,0.20000000,191.12632039
0.03875000,0.05000000,0.22500000,188.84840363
0.03875000,0.05000000,0.25000000,186.87659096
0.03875000,0.05000000,0.27500000,185.67085128
0.03875000,0.05000000,0.30000000,185.28123263
0.03875000,0.07500000,0.00000000,185.97567028
0.03875000,0.07500000,0.02500000,186.67240872
0.03875000,0.07500000,0.05000000,188.84840363
0.03875000,0.07500000,0.07500000,192.45639040
0.03875000,0.07500000,0.10000000,196.66809514
0.03875000,0.07500000,0.12500000,199.86786989
0.03875000,0.07500000,0.15000000,201.02647044
0.03875000,0.07500000,0.17500000,199.86786989
0.03875000,0.07500000,0.20000000,196.66809514
0.03875000,0.07500000,0.22500000,192.45639040
0.03875000,0.07500000,0.25000000,188.84840363
0.03875000,0.07500000,0.27500000,186.67240872
0.03875000,0.07500000,0.30000000,185.97567028
0.03875000,0.10000000,0.00000000,186.76437543
0.03875000,0.10000000,0.02500000,187.81710194
0.03875000,0.10000000,0.05000000,191.12632039
0.03875000,0.10000000,0.07500000,196.66809514
0.03875000,0.10000000,0.10000000,203.18728450
0.03875000,0.10000000,0.12500000,208.11973438
0.03875000,0.10000000,0.15000000,209.89697309
0.03875000,0.10000000,0.17500000,208.11973438
0.03875000,0.10000000,0.20000000,203.18728450
0.03875000,0.10000000,0.22500000,196.66809514
0.03875000,0.10000000,0.25000000,191.12632039
0.03875000,0.10000000,0.27500000,187.81710194
0.03875000,0.10000000,0.30000000,186.76437543
0.03875000,0.12500000,0.00000000,187.37099741
0.03875000,0.12500000,0.02500000,188.69530963
0.03875000,0.12500000,0.05000000,192.86578626
0.03875000,0.12500000,0.07500000,199.86786989
0.03875000,0.12500000,0.10000000,208.11973438
0.03875000,0.12500000,0.12500000,214.35818675
0.03875000,0.12500000,0.15000000,216.60347847
0.03875000,0.12500000,0.17500000,214.35818675
0.03875000,0.12500000,0.20000000,208.11973438
0.03875000,0.12500000,0.22500000,199.86786989
0.03875000,0.12500000,0.25000000,192.86578626
0.03875000,0.12500000,0.27500000,188.69530963
0.03875000,0.12500000,0.30000000,187.37099741
0.03875000,0.15000000,0.00000000,187.59436887
0.03875000,0.15000000,0.02500000,189.01747379
0.03875000,0.15000000,0.05000000,193.49974212
0.03875000,0.15000000,0.07500000,201.02647044
0.03875000,0.15000000,0.10000000,209.89697309
0.03875000,0.15000000,0.12500000,216.60347847
0.03875000,0.15000000,0.15000000,219.01720270
0.03875000,0.15000000,0.17500000,216.60347847
0.03875000,0.15000000,0.20000000,209.89697309
0.03875000,0.15000000,0.22500000,201.02647044
0.03875000,0.15000000,0.25000000,193.49974212
0.03875000,0.15000000,0.27500000,189.01747379
0.03875000,0.15000000,0.30000000,187.59436887
0.03875000,0.17500000,0.00000000,187.37099741
0.03875000,0.17500000,0.02500000,188.69530963
0.03875000,0.17500000,0.05000000,192.86578626
0.03875000,0.17500000,0.07500000,199.86786989
0.03875000,0.17500000,0.10000000,208.11973438
0.03875000,0.17500000,0.12500000,214.35818675
0.03875000,0.17500000,0.15000000,216.60347847
0.03875000,0.17500000,0.17500000,214.35818675
0.03875000,0.17500000,0.20000000,208.11973438
0.03875000,0.17500000,0.22500000,199.86786989
0.03875000,0.17500000,0.25000000,192.86578626
0.03875000,0.17500000,0.27500000,188.69530963
0.03875000,0.17500000,0.30000000,187.37099741
0.03875000,0.20000000,0.00000000,186.76437543
0.03875000,0.20000000,0.02500000,187.81710194
0.03875000,0.20000000,0.05000000,191.12632039
0.03875000,0.20000000,0.07500000,196.66809514
0.03875000,0.20000000,0.10000000,203.18728450
0.03875000,0.20000000,0.12500000,208.11973438
0.03875000,0.20000000,0.15000000,209.89697309
0.03875000,0.20000000,0.17500000,208.11973438
0.03875000,0.20000000,0.20000000,203.18728450
0.03875000,0.20000000,0.22500000,196.66809514
0.03875000,0.20000000,0.25000000,191.12632039
0.03875000,0.20000000,0.27500000,187.81710194
0.03875000,0.20000000,0.30000000,186.76437543
0.03875000,0.22500000,0.00000000,185.97567028
0.03875000,0.22500000,0.02500000,186.67240872
0.03875000,0.22500000,0.05000000,188.84840363
0.03875000,0.22500000,0.07500000,192.45639040
0.03875000,0.22500000,0.10000000,196.66809514
0.03875000,0.22500000,0.12500000,199.86786989
0.03875000,0.22500000,0.15000000,201.02647044
0.03875000,0.22500000,0.17500000,199.86786989
0.03875000,0.22500000,0.20000000,196.66809514
0.03875000,0.22500000,0.22500000,192.45639040
0.03875000,0.22500000,0.25000000,188.84840363
0.03875000,0.22500000,0.27500000,186.67240872
0.03875000,0.22500000,0.30000000,185.97567028
0.03875000,0.25000000,0.00000000,185.28123263
0.03875000,0.25000000,0.02500000,185.67085128
0.03875000,0.25000000,0.05000000,186.87659096
0.03875000,0.25000000,0.07500000,188.84840363
0.03875000,0.25000000,0.10000000,191.12632039
0.03875000,0.25000000,0.12500000,192.86578626
0.03875000,0.25000000,0.15000000,193.49974212
0.03875000,0.25000000,0.17500000,192.86578626
0.03875000,0.25000000,0.20000000,191.12632039
0.03875000,0.25000000,0.22500000,188.84840363
0.03875000,0.25000000,0.25000000,186.87659096
0.03875000,0.25000000,0.27500000,185.67085128
0.03875000,0.25000000,0.30000000,185.28123263
0.03875000,0.27500000,0.00000000,184.84656459
0.03875000,0.27500000,0.02500000,185.04937417
0.03875000,0.27500000,0.05000000,185.67085128
0.03875000,0.27500000,0.07500000,186.67240872
0.03875000,0.27500000,0.10000000,187.81710194
0.03875000,0.27500000,0.12500000,188.69530963
0.03875000,0.27500000,0.15000000,189.01747379
0.03875000,0.27500000,0.17500000,188.69530963
0.03875000,0.27500000,0.20000000,187.81710194
0.03875000,0.27500000,0.22500000,186.67240872
0.03875000,0.27500000,0.25000000,185.67085128
0.03875000,0.27500000,0.27500000,185.04937417
0.03875000,0.27500000,0.30000000,184.84656459
0.03875000,0.30000000,0.00000000,184.70388312
0.03875000,0.30000000,0.02500000,184.84656459
0.03875000,0.30000000,0.05000000,185.28123263
0.03875000,0.30000000,0.07500000,185.97567028
0.03875000,0.30000000,0.10000000,186.76437543
0.03875000,0.30000000,0.12500000,187.37099741
0.03875000,0.30000000,0.15000000,187.59436887
0.03875000,0.30000000,0.17500000,187.37099741
0.03875000,0.30000000,0.20000000,186.76437543
0.03875000,0.30000000,0.22500000,185.97567028
0.03875000,0.30000000,0.25000000,185.28123263
0.03875000,0.30000000,0.27500000,184.84656459
0.03875000,0.30000000,0.30000000,184.70388312
0.04650000,0.00000000,0.00000000,196.90841567
0.04650000,0.00000000,0.02500000,197.09615186
0.04650000,0.00000000,0.05000000,197.67008695
0.04650000,0.00000000,0.07500000,198.59182936
0.04650000,0.00000000,0.10000000,199.64268782
0.04650000,0.00000000,0.12500000,200.44969876
0.04650000,0.00000000,0.15000000,200.74618349
0.04650000,0.00000000,0.17500000,200.44969876
0.04650000,0.00000000,0.20000000,199.64268782
0.04650000,0.00000000,0.22500000,198.59182936
0.04650000,0.00000000,0.25000000,197.67008695
0.04650000,0.00000000,0.27500000,197.09615186
0.04650000,0.00000000,0.30000000,196.90841567
0.04650000,0.02500000,0.00000000,197.09615186
0.04650000,0.02500000,0.02500000,197.36463372
0.04650000,0.02500000,0.05000000,198.19114955
0.04650000,0.02500000,0.07500000,199.53241895
0.04650000,0.02500000,0.10000000,201.07331366
0.04650000,0.02500000,0.12500000,202.25276107
0.04650000,0.02500000,0.15000000,202.68406988
0.04650000,0.02500000,0.17500000,202.25276107
0.04650000,0.02500000,0.20000000,201.07331366
0.04650000,0.02500000,0.22500000,199.53241895
0.04650000,0.02500000,0.25000000,198.19114955
0.04650000,0.02500000,0.27500000,197.36463372
0.04650000,0.02500000,0.30000000,197.09615186
0.04650000,0.05000000,0.00000000,197.67008695
0.04650000,0.05000000,0.02500000,198.19114955
0.04650000,0.05000000,0.05000000,199.81416720
0.04650000,0.05000000,0.07500000,202.49481739
0.04650000,0.05000000,0.10000000,205.61520311
0.04650000,0.05000000,0.12500000,207.98892469
0.04650000,0.05000000,0.15000000,208.84992462
0.04650000,0.05000000,0.17500000,207.98892469
0.04650000,0.05000000,0.20000000,205.61520311
0.04650000,0.05000000,0.22500000,202.49481739
0.04650000,0.05000000,0.25000000,199.81416720
0.04650000,0.05000000,0.27500000,198.19114955
0.04650000,0.05000000,0.30000000,197.67008695
0.04650000,0.07500000,0.00000000,198.59182936
0.04650000,0.07500000,0.02500000,199.53241895
0.04650000,0.07500000,0.05000000,202.49481739
0.04650000,0.07500000,0.07500000,207.47106756
0.04650000,0.07500000,0.10000000,213.33983769
0.04650000,0.07500000,0.12500000,217.77343762
0.04650000,0.07500000,0.15000000,219.36829288
0.04650000,0.07500000,0.17500000,217.77343762
0.04650000,0.07500000,0.20000000,213.33983769
0.04650000,0.07500000,0.22500000,207.47106756
0.04650000,0.07500000,0.25000000,202.49481739
0.04650000,0.07500000,0.27500000,199.53241895
0.04650000,0.07500000,0.30000000,198.59182936
0.04650000,0.10000000,0.00000000,199.64268782
0.04650000,0.10000000,0.02500000,201.07331366
0.04650000,0.10000000,0.05000000,205.61520311
0.04650000,0.10000000,0.07500000,213.33983769
0.04650000,0.10000000,0.10000000,222.54092301
0.04650000,0.10000000,0.12500000,229.45200656
0.04650000,0.10000000,0.15000000,231.92220030
0.04650000,0.10000000,0.17500000,229.45200656
0.04650000,0.10000000,0.20000000,222.54092301
0.04650000,0.10000000,0.22500000,213.33983769
0.04650000,0.10000000,0.25000000,205.61520311
0.04650000,0.10000000,0.27500000,201.07331366
0.04650000,0.10000000,0.30000000,199.64268782
0.04650000,0.12500000,0.00000000,200.44969876
0.04650000,0.12500000,0.02500000,202.25276107
0.04650000,0.12500000,0.05000000,207.98892469
0.04650000,0.12500000,0.07500000,217.77343762
0.04650000,0.12500000,0.10000000,229.45200656
0.04650000,0.12500000,0.12500000,238.21555404
0.04650000,0.12500000,0.15000000,241.34376166
0.04650000,0.12500000,0.17500000,238.21555404
0.04650000,0.12500000,0.20000000,229.45200656
0.04650000,0.12500000,0.22500000,217.77343762
0.04650000,0.12500000,0.25000000,207.98892469
0.04650000,0.12500000,0.27500000,202.25276107
0.04650000,0.12500000,0.30000000,200.44969876
0.04650000,0.15000000,0.00000000,200.74618349
0.04650000,0.15000000,0.02500000,202.68406988
0.04650000,0.15000000,0.05000000,208.84992462
0.04650000,0.15000000,0.07500000,219.36829288
0.04650000,0.15000000,0.10000000,231.92220030
0.04650000,0.15000000,0.12500000,241.34376166
0.04650000,0.15000000,0.15000000,244.70699436
0.04650000,0.15000000,0.17500000,241.34376166
0.04650000,0.15000000,0.20000000,231.92220030
0.04650000,0.15000000,0.22500000,219.36829288
0.04650000,0.15000000,0.25000000,208.84992462
0.04650000,0.15000000,0.27500000,202.68406988
0.04650000,0.15000000,0.30000000,200.74618349
0.04650000,0.17500000,0.00000000,200.44969876
0.04650000,0.17500000,0.02500000,202.25276107
0.04650000,0.17500000,0.05000000,207.98892469
0.04650000,0.17500000,0.07500000,217.77343762
0.04650000,0.17500000,0.10000000,229.45200656
0.04650000,0.17500000,0.12500000,238.21555404
0.04650000,0.17500000,0.15000000,241.34376166
0.04650000,0.17500000,0.17500000,238.21555404
0.04650000,0.17500000,0.20000000,229.45200656
0.04650000,0.17500000,0.22500000,217.77343762
0.04650000,0.17500000,0.25000000,207.98892469
0.04650000,0.17500000,0.27500000,202.25276107
0.04650000,0.17500000,0.30000000,200.44969876
0.04650000,0.20000000,0.00000000,199.64268782
0.04650000,0.20000000,0.02500000,201.07331366
0.04650000,0.20000000,0.05000000,205.61520311
0.04650000,0.20000000,0.07500000,213.33983769
0.04650000,0.20000000,0.10000000,222.54092301
0.04650000,0.20000000,0.12500000,229.45200656
0.04650000,0.20000000,0.15000000,231.92220030
0.04650000,0.20000000,0.17500000,229.45200656
0.04650000,0.20000000,0.20000000,222.54092301
0.04650000,0.20000000,0.22500000,213.33983769
0.04650000,0.20000000,0.25000000,205.61520311
0.04650000,0.20000000,0.27500000,201.07331366
0.04650000,0.20000000,0.30000000,199.64268782
0.04650000,0.22500000,0.00000000,198.59182936
0.04650000,0.22500000,0.02500000,199.53241895
0.04650000,0.22500000,0.05000000,202.49481739
0.04650000,0.22500000,0.07500000,207.47106756
0.04650000,0.22500000,0.10000000,213.33983769
0.04650000,0.22500000,0.12500000,217.77343762
0.04650000,0.22500000,0.15000000,219.36829288
0.04650000,0.22500000,0.17500000,217.77343762
0.04650000,0.22500000,0.20000000,213.33983769
0.04650000,0.22500000,0.22500000,207.47106756
0.04650000,0.22500000,0.25000000,202.49481739
0.04650000,0.22500000,0.27500000,199.53241895
0.04650000,0.22500000,0.30000000,198.59182936
0.04650000,0.25000000,0.00000000,197.67008695
0.04650000,0.25000000,0.02500000,198.19114955
0.04650000,0.25000000,0.05000000,199.81416720
0.04650000,0.25000000,0.07500000,202.49481739
0.04650000,0.25000000,0.10000000,205.61520311
0.04650000,0.25000000,0.12500000,207.98892469
0.04650000,0.25000000,0.15000000,208.84992462
0.04650000,0.25000000,0.17500000,207.98892469
0.04650000,0.25000000,0.20000000,205.61520311
0.04650000,0.25000000,0.22500000,202.49481739
0.04650000,0.25000000,0.25000000,199.81416720
0.04650000,0.25000000,0.27500000,198.19114955
0.04650000,0.25000000,0.30000000,197.67008695
0.04650000,0.27500000,0.00000000,197.09615186
0.04650000,0.27500000,0.02500000,197.36463372
0.04650000,0.27500000,0.05000000,198.19114955
0.04650000,0.27500000,0.07500000,199.53241895
0.04650000,0.27500000,0.10000000,201.07331366
0.04650000,0.27500000,0.12500000,202.25276107
